BIL,NEGERI,NAMA SYARIKAT,ALAMAT TETAP (SURAT MENYURAT),ALAMAT TEMPAT BERNIAGA,NO.TELEFON BIMBIT / EMEL,TARIKH SIJIL PENGIKTIRAFAN BESS,TARIKH TAMAT PENGIKTIRAFAN BESS,NO. SIRI BESS
4707,PULAU PINANG,DYNAMIC PRIMA HOLDING SDN. BHD.,"FIRST FLOOR, NO 3 JALAN BUKIT PANCHOR 1, TAMAN PANCHOR INDAH, NIBONG TEBAL, 14300 SEBERANG PERAI SELATAN, PULAU
PINANG","SMK SIMPANG EMPAT, SIMPANG AMPAT, 14100 SEBERANG PERAI SELATAN, PULAU PINANG",6013-4160494,14/02/2024,13/02/2027,BeP0224003-0/1
4708,PULAU PINANG,PAPA FRY SDN. BHD.,"NO. 7, JALAN PERINDUSTRIAN DESA AMAN 1A, INDUSTRI DESA AMAN, KEPONG, 52200 KEPONG, WILAYAH PERSEKUTUAN KUALA
LUMPUR","NO. KS-01A, DESIGN VILLAGE OUTLET MALL, 733, JALAN CASSIA BARAT 2, BANDAR CASSIA, SIMPANG AMPAT, 14110 SEBERANG PERAI
SELATAN, PULAU PINANG",6012-3561437,09/02/2024,08/02/2027,BeP1023002-0/1
4709,PULAU PINANG,INDO KITCHEN GROUP SDN. BHD.,"1N2-03-06, THE LIGHT COLLECTION 4, JALAN
PANTAI SINARAN, GELUGOR, 11700 TIMUR LAUT, PULAU PINANG","NO.32A, PERSIARAN MAHSURI 2, BANDAR
SUNWAY TUNAS, BAYAN LEPAS, 11900 BARAT DAYA, PULAU PINANG",6011-65101813,09/02/2024,08/02/2027,BeP1223006-0/2
4710,PULAU PINANG,KOPITIAM ASIA PACIFIC SDN BHD,"LOT 896, JALAN SUBANG 10, TAMAN PERINDUSTRIAN SUBANG, SUBANG JAYA, 47600 PETALING, SELANGOR","UNIT NO LG-111, LOWER GROUND FLOOR, 1ST AVENUE 182 JALAN MEGAZINE, GEORGETOWN, 10300 TIMUR LAUT, PULAU
PINANG",weisun.chan@jdec offee.com,09/02/2024,08/02/2027,BeP1123005-0/1
4711,PULAU PINANG,GRILL STATION CUISINE,"1 SANDILANDS CONDOMINIUM, BLOCK A,
23A-6, GAT LEBUH SANDILANDS, GEORGETOWN, 11300 TIMUR LAUT, PULAU PINANG","FC8, NASI AYAM, LOTUSS TANJUNG PINANG, 1, JALAN SERI TANJUNG PINANG, TANJUNG TOKONG, 10470 TIMUR LAUT, PULAU PINANG",6012-4217401,09/02/2024,08/02/2027,BeP0323006-0/1
4712,PULAU PINANG,"LU YE YUAN VEGETARIAN
RESTAURANT","106, JALAN TEMBIKAI TAMAN MUTIARA, BUKIT MERTAJAM, 14000 SEBERANG PERAI
TENGAH, PULAU PINANG","106 & 108, JALAN TEMBIKAI, TAMAN MUTIARA, BUKIT MERTAJAM, 14000
SEBERANG PERAI TENGAH, PULAU PINANG",6016-8106870,09/02/2024,08/02/2027,BeP06180257-2/1
4713,PULAU PINANG,IB HERITAGE ENTERPRISE,"2106B, WISMA SYEIKH ABDULLAH FAHIM, JALAN BERTAM, KEPALA BATAS, 13200 SEBERANG PERAI UTARA, PULAU PINANG","KAFETERIA AG KITCHEN, WISMA PERSEKUTUAN KEPALA BATAS, KEPALA BATAS, 13200 SEBERANG PERAI UTARA, PULAU
PINANG",6012-5541173,09/02/2024,08/02/2027,BeP0124007-0/1
4714,PULAU PINANG,FATIMAH SAMSUL F & B SDN. BHD,"BLOK 22-6-10, JALAN MIDAH 8A, TAMAN MIDAH RIA, CHERAS, 56000 CHERAS, WILAYAH PERSEKUTUAN KUALA LUMPUR","MEDAN SELERA BUKIT MERTAJAM, STALL NO.2, NO.2323, JALAN ROZHAN, PUSAT PERNIAGAAN SERI IMPIAN, BUKIT MERTAJAM, 14100 SEBERANG PERAI TENGAH, PULAU
PINANG",6011-28694590,29/01/2024,28/01/2027,BeP0522002-0/1
4715,PULAU PINANG,MFH JITU ENTERPRISE,"NO. 205 TAMAN SINAR, NIBONG TEBAL, 14300 SEBERANG PERAI SELATAN, PULAU PINANG","DAPUR ASRAMA SMK AGAMA SYEIKH ABDULLAH FAHIM, JALAN PERMATANG TOK MAHAT, NIBONG TEBAL, 14300 SEBERANG
PERAI SELATAN, PULAU PINANG",6019-9523647,29/01/2024,28/01/2027,BeP1223005-0/2
4716,PULAU PINANG,FLAGSTAFF HOLDINGS SDN BHD,"THE HABITAT PENANG HILL, BUKIT BENDERA, AIR ITAM, 11300 TIMUR LAUT, PULAU PINANG","THE HABITAT PENANG HILL, BUKIT BENDERA, AIR ITAM, 11300 TIMUR LAUT, PULAU PINANG",6012-4702883,29/01/2024,28/01/2027,BeP0823007-0/1
4717,PULAU PINANG,DESYHAM F&B (M) SDN.BHD,"5 LORONG ENDAH 4, TAMAN BROWN, GELUGOR, 11700 TIMUR LAUT, PULAU PINANG","5 LORONG ENDAH 4, TAMAN BROWN, GELUGOR, 11700 TIMUR LAUT, PULAU PINANG",6012-42200004,29/01/2024,28/01/2027,BeP0623015-0/1
4718,PULAU PINANG,HIDEOUT CM (PRESTIGE) SDN BHD,"NO 60 JALAN ICON CITY, ICON CITY BUKIT
TENGAH, BUKIT MERTAJAM, 14000 SEBERANG PERAI TENGAH, PULAU PINANG","NO. 27 BISHOP STREET, GEORGETOWN, 10200 TIMUR LAUT, PULAU PINANG",6012-7791137,29/01/2024,28/01/2027,BeP0823003-0/1
4719,PULAU PINANG,TASTY SUBS SDN BHD,"12A-H WISMA BOON SIEW, 1 PENANG ROAD,
10000 TIMUR LAUT, PULAU PINANG","CALTEX SG DUA NORTH BOUND PMT 10359, KM132.5, LEBUHRAYA UTARA - SELATAN, PERMATANG PAUH, 13600 SEBERANG PERAI
TENGAH, PULAU PINANG",6016-4418100,29/01/2024,28/01/2027,BeP1223004-0/1
4720,PULAU PINANG,TEASPIRATION ENTERPRISE,"2-32-5 BOULEVARD COONDOMINIUM, SOLOK THEAN TEIK, AYER ITAM, 11500 TIMUR LAUT, PULAU PINANG","6G-1-10, LEVEL 1, ALL SEASONS PLACE, LEBUHRAYA THEAN TEIK, BANDAR BARU AIR ITAM 11500 AYER ITAM, AYER ITAM, 11500
TIMUR LAUT, PULAU PINANG",6012-4348462,29/01/2024,28/01/2027,BeP0923006-0/1
4721,PULAU PINANG,OOI LEE CHEAN,"23, LORONG BUKIT MINYAK 8, TAMAN BUKIT MINYAK, BUKIT MERTAJAM, 14000 SEBERANG
PERAI TENGAH, PULAU PINANG","SJKC TRUE LIGHT, PERKAMPUNGAN JURU, BUKIT MERTAJAM, 14000 SEBERANG PERAI
TENGAH, PULAU PINANG",6013-5309606,29/01/2024,28/01/2027,BeP0623006-0/1
4722,PULAU PINANG,ZIELICIOUS EMPIRE ENTERPRISE,"25, PERSIARAN MUTIARA 2, BANDAR TASEK
MUTIARA, SIMPANG AMPAT, 14120 SEBERANG PERAI SELATAN, PULAU PINANG","25, PERSIARAN MUTIARA 2, BANDAR TASEK
MUTIARA, SIMPANG AMPAT, 14120 SEBERANG PERAI SELATAN, PULAU PINANG",6019-7000351,29/01/2024,28/01/2027,BeP0124008-0/1
4723,PULAU PINANG,PELITA SAMUDRA PERTAMA (M) SDN BHD,"NO.19TH FLOOR, THE LIGHT HOTEL, LEBUH TENGGIRI 2, BANDAR SEBERANG JAYA, 13700 SEBERANG PERAI TENGAH, PULAU PINANG","NO.723 L-G, 723-M-G, 723 N-G, 723 P-G, JALAN SUNGAI DUA, 11700 TIMUR LAUT, PULAU PINANG",psp@pelita.com.m y,09/01/2024,08/01/2027,BeP03190047-1/1
4724,PULAU PINANG,PELITA SAMUDRA PERTAMA (M) SDN BHD,"NO.19TH FLOOR, THE LIGHT HOTEL, LEBUH TENGGIRI 2, BANDAR SEBERANG JAYA, 13700 SEBERANG PERAI TENGAH, PULAU PINANG","NO.52, 54 &56, LORONG KURAU 1, TAMAN CHAI LENG, PERAI, 13700 SEBERANG PERAI TENGAH, PULAU PINANG",psp@pelita.com.m y,09/01/2024,08/01/2027,BeP02190031-1/1
4725,PULAU PINANG,ATHENA SIG ENTERPRISE,"1-15-8 HARMONY VIEW, LINTANG SLIM,
JELUTONG, 11600 TIMUR LAUT, PULAU PINANG","FC5, LOTUSS SEBERANG JAYA, 2762
PERSIARAN SEMBILANG, PRAI, 13700 SEBERANG PERAI TENGAH, PULAU PINANG",6011-10983243,09/01/2024,08/01/2027,BeP1123001-0/1
4726,PULAU PINANG,MAAHAD FATHUL ARIFIN,"1267 RANTAU PANJANG SEBERANG PERAI UTARA, PENAGA, 13100 SEBERANG PERAI
UTARA, PULAU PINANG","1267 RANTAU PANJANG SEBERANG PERAI UTARA, PENAGA, 13100 SEBERANG PERAI
UTARA, PULAU PINANG",6017-5821682,09/01/2024,08/01/2027,BeP1123002-0/1
4727,PULAU PINANG,HAI DI LAO MALAYSIA SDN BHD,"1C-2-1 BELLISA COURT LORONG LEANDROS, PULAU TIKUS, 10350, PULAU PINANG","163D-L4-13&13A, GURNEY PARAGON, PERSIARAN GURNEY, GEORGETOWN, GEORGE TOWN, 10250 TIMUR LAUT, PULAU PINANG",myrecruit@haidila o.com,09/01/2024,08/01/2027,BeP0723006-0/1
4728,PULAU PINANG,SEVEN SEAS SERVICES SDN BHD,"NO 20, TINGKAT 1, LORONG LEMBAH INDAH 7, SIMPANG AMPAT, 14100 SEBERANG PERAI SELATAN, PULAU PINANG","1-GROUND FLOOR, PUSAT PERNIAGAAN SERI JURU ONE CITY, JALAN PERINDUSTRIAN BUKIT MINYAK, SIMPANG AMPAT, 14100 SEBERANG PERAI TENGAH, PULAU PINANG",6016-4417225,09/01/2024,08/01/2027,BeP0923007-0/1
4729,PULAU PINANG,BS LEGACY RESOURCES,"NO6, HENTIAN SEBELAH JURU ARAH SELATAN, PERAI, 13600 SEBERANG PERAI TENGAH,
PULAU PINANG","NO6, HENTIAN SEBELAH JURU ARAH SELATAN, PERAI, 13600 SEBERANG PERAI TENGAH,
PULAU PINANG",6017-5556572,09/01/2024,08/01/2027,BeP0623008-0/1
4730,PULAU PINANG,LMJ EMAS ENTERPRISE,"NO.15, LORONG KUALA BEKAH 5/2, TAMAN KUALA BEKAH, PENAGA, 13100 SEBERANG PERAI UTARA, PULAU PINANG","SEKOLAH KEBANGSAAN MAK MANDIN, TINGKAT MAK MANDIN 2, BUTTERWORTH, 13400 SEBERANG PERAI UTARA, PULAU
PINANG",6017-4812815,09/01/2024,08/01/2027,BeP0723028-0/1
4731,PULAU PINANG,RAY ILHAM TRADING,"JALAN TUN HUSSEIN ONN, 13700 PERAI,
PENANG, PERAI, 13700 SEBERANG PERAI TENGAH, PULAU PINANG","JALAN TUN HUSSEIN ONN, 13700 PERAI,
PENANG, PERAI, 13700 SEBERANG PERAI TENGAH, PULAU PINANG",6012-5119786,09/01/2024,08/01/2027,BeP0423003-0/1
4732,PULAU PINANG,RESTORAN JAYA AGD SDN BHD,"349-N, JALAN SULTAN AZLAN SHAH, GELUGOR, GEORGETOWN, 11700 TIMUR LAUT, PULAU
PINANG","NO 15, 14 JALAN TODAK 2, SEBERANG JAYA, PERAI, 13700 SEBERANG PERAI TENGAH,
PULAU PINANG",6012-4807830,09/01/2024,08/01/2027,BeP0523002-0/1
4733,PULAU PINANG,SEJUK SEGAR ENTERPRISE,"NO.13, JALAN BUKIT JANA INDAH 2, TAMAN BUKIT JANA INDAH, KAMUNTING, 34600 LARUT, MATANG DAN SELAMA, PERAK","LOTUSS STORES (MALAYSIA) SDN BHD, PERSIARAN DAGANGAN 1, BERTAM PERDANA, KEPALA BATAS, 13200 SEBERANG PERAI
UTARA, PULAU PINANG",6013-5202532,09/01/2024,08/01/2027,BeP0923004-0/1
4734,PULAU PINANG,GEORGIA VILLA SDN. BHD.,"NO. 7, JALAN PERINDUSTRIAN DESA AMAN 1A, INDUSTRI DESA AMAN, KEPONG, 52200 KEPONG, WILAYAH PERSEKUTUAN KUALA
LUMPUR","LOT NO. G-66, DESIGN VILLAGE OUTLET MALL, 733, JALAN CASSIA BARAT 2, BANDAR CASSIA, SIMPANG AMPAT, 14110 SEBERANG PERAI
SELATAN, PULAU PINANG",6012-3561437,09/01/2024,08/01/2027,BeP1023003-0/1
4735,PULAU PINANG,"COFFEE WORKS EMPIRE
(M) SDN BHD","39 JALAN PINGGIRAN 3/4, TAMAN PINGGIRAN BATU CAVES, GOMBAK, 68100 GOMBAK,
SELANGOR","67 PSRN SEKSYEN 4/7, BANDAR PUTERA BERTAM, KEPALA BATAS, 13200 SEBERANG
PERAI UTARA, PULAU PINANG",6019-4378787,09/01/2024,08/01/2027,BeP1023006-0/1
4736,PULAU PINANG,QAISYA ENTERPRISE,"36 PERSIARAN MAYANG PASIR 4, BUKIT
GEDONG, BAYAN BARU, 11950 BARAT DAYA, PULAU PINANG","308F-G JALAN DATO ISMAIL HASHIM, SUNGAI
ARA, BAYAN LEPAS, 11900 BARAT DAYA, PULAU PINANG",6019-2820992,05/12/2023,04/12/2026,BeP0923001-0/1
4737,PULAU PINANG,RESTORAN NAVAL,"3B-15-24, JALAN RUMBIA, B.J COURT, BAYAN LEPAS, 11900 BARAT DAYA, PULAU PINANG","BLOK 19, TINGKAT 2, MEDAN KAMPUNG
RELAU, BAYAN LEPAS, 11900 BARAT DAYA, PULAU PINANG",6016-4674759,05/12/2023,04/12/2026,BeP1023004-0/1
4738,PULAU PINANG,"ISLAND GATEWAY SDN
BHD","11, TAMAN JESSELTON, GEORGE TOWN, 10450
TIMUR LAUT, PULAU PINANG","NO.1, JALAN PANGKOR, GEORGE TOWN,
10050 TIMUR LAUT, PULAU PINANG","lynleong@russian-
resources.com",01/12/2023,30/11/2026,BeP0323012-0/1
4739,PULAU PINANG,KAR INDUSTRIES SDN BHD,"NO. 16, LORONG BERTAM JAYA 1, TAMAN BERTAM JAYA, KEPALABATAS, 13200
SEBERANG PERAI UTARA, PULAU PINANG","LOT 2022, JLN TUN HAMDAN SHEIKH TAHIR, KEPALABATAS, 13200 SEBERANG PERAI
UTARA, PULAU PINANG",6011-11516755,01/12/2023,30/11/2026,BeP0823002-0/1
4740,PULAU PINANG,THE COFFEE BEAN AND TEA LEAF (M) SDN BHD,"2&2A, JALAN SHAMELIN NIAGA 2, SHAMELIN HEIGHTS BUSINESS PARK, TAMAN SHAMELIN PERKASA, CHERAS, 56100 CHERAS, WILAYAH PERSEKUTUAN KUALA LUMPUR","GROUND FLOOR, NO.1, JALAN PANGKOR, 10050 TIMUR LAUT, PULAU PINANG",ahmadaiman@coff eebean.com.my,01/12/2023,30/11/2026,BeP1023001-0/1
4741,PULAU PINANG,DE SAMBAL CORNER,"GERAI NO.9 & NO. 10, BANGUNAN M09, DESASISWA TEKUN, UNIVERSITI SAINS MALAYSIA, GELUGOR, 11800 TIMUR LAUT,
PULAU PINANG","GERAI NO. 9 & NO. 10, BANGUNAN M09, DESASISWA TEKUN, UNIVERSITI SAINS MALAYSIA, 11800 TIMUR LAUT, PULAU
PINANG",6019-4972445,01/12/2023,30/11/2026,BeP0723015-0/1
4742,PULAU PINANG,RIZQ FOOD INDUSTRIES SDN BHD,"NO 91 JALAN PEKAKA, TAMAN PEKAKA,
NIBONG TEBAL, 14300 SEBERANG PERAI SELATAN, PULAU PINANG","NO 91 JALAN PEKAKA, TAMAN PEKAKA,
NIBONG TEBAL, 14000 SEBERANG PERAI SELATAN, PULAU PINANG",6017-4123816,01/12/2023,30/11/2026,BeP1023005-0/1
4743,PULAU PINANG,RESTORAN JAYA AGD SDN BHD,"349-N, JALAN SULTAN AZLAN SHAH, GELUGOR, GEORGETOWN, 11700 TIMUR LAUT, PULAU
PINANG","349-N, JALAN SULTAN AZLAN SHAH, GELUGOR, GEORGETOWN, 11700 TIMUR LAUT, PULAU
PINANG",6012-4807830,01/12/2023,30/11/2026,BeP0723027-0/1
4744,PULAU PINANG,LITTLE NYONYA FOOD INDUSTRIES SDN. BHD.,"NO. 1238-Q, JALAN PAYA TERUBONG, PAYA TERUBONG, 11060 TIMUR LAUT, PULAU
PINANG","LG-116/117, QUEENSBAY MALL, 100 PERSIARAN BAYAN INDAH, BAYAN LEPAS,
11900 BARAT DAYA, PULAU PINANG",littlenyonya123@g mail.com,29/11/2023,28/11/2026,BeP0923008-0/1
4745,PULAU PINANG,LIAN MORE LEE,"NO 10, LORONG EMAS INDAH 1, TAMAN EMAS INDAH, BUTTERWORTH, 13000 SEBERANG PERAI UTARA, PULAU PINANG","SEKOLAH JENIS KEBANGSAAN (CINA) LI HWA, PERMATANG TENGAH, BUTTERWORTH, 13000 SEBERANG PERAI UTARA, PULAU PINANG",6012-5249798,29/11/2023,28/11/2026,BeP1123004-0/1
4746,PULAU PINANG,SEVEN IMPACT EMPIRE,"2176 KAMPUNG DATUK, JALAN KEDAH,
KEPALA BATAS, 13200 SEBERANG PERAI UTARA, PULAU PINANG","JALAN TASEK GELUGOR, TASEK GELUGOR,
13300 SEBERANG PERAI UTARA, PULAU PINANG",sevenempire@yah oo.coM,01/11/2023,31/10/2026,BeP0823004-0/1
4747,PULAU PINANG,FATIMAH SAMSUL F & B SDN. BHD,"BLOK 22-6-10, JALAN MIDAH 8A, TAMAN MIDAH RIA, CHERAS, 56000 CHERAS, WILAYAH PERSEKUTUAN KUALA LUMPUR","FC 2, LOTUS'S BAGAN AJAM, PMT 7528, JALAN BAGAN AJAM, BUTTERWORTH, 13000 SEBERANG PERAI UTARA, PULAU PINANG",6011-28694590,27/10/2023,26/10/2026,BeP0823005-0/1
4748,PULAU PINANG,HAI DI LAO MALAYSIA SDN BHD,"1C-2-1 BELLISA COURT LORONG LEANDROS, PULAU TIKUS, 10350, PULAU PINANG","100-3F-27 (3F-03A) & 100-3F-28 (3F-03), QUEENSBAY MALL, PERISIARAN BAYAN INDAH, BAYAN LEPAS, 11900 BARAT DAYA, PULAU
PINANG",6016-4550750,19/10/2023,18/10/2026,BeP0723012-0/1
4749,PULAU PINANG,MK BEENA ENTERPRISE,"18B KAMPONG PADANG KULIM KELANG LAMA, KULIM, 09000 KULIM, KEDAH","FOOD COURT 2, PASARAYA LOTUS'S TANJUNG
PINANG, TANJUNG TOKONG, 10470 TIMUR LAUT, PULAU PINANG",6012-4888291,11/10/2023,10/10/2026,BeP0722002-0/1
4750,PULAU PINANG,AIZA RAHIM ENTERPRISE,"6450, JALAN KAMPUNG BESAR, BUKIT MERTAJAM, 13500 SEBERANG PERAI TENGAH,
PULAU PINANG","TAMAN PAUH JAYA, PERAI, 13700 SEBERANG PERAI TENGAH, PULAU PINANG",6017-5335857,11/10/2023,10/10/2026,BeP0623009-0/1
4751,PULAU PINANG,SINAR KINI VENTURE,"NO 10 FOODCOURT LOTUSS TANJUNG
PINANG, TANJUNG TOKONG, 10470 TIMUR LAUT, PULAU PINANG","NO 10 FOODCOURT LOTUS TANJUNG PINANG, 10470 TIMUR LAUT, PULAU PINANG",6012-4448878,11/10/2023,10/10/2026,BeP0323003-0/1
4752,PULAU PINANG,KADIR PASEMBOR,"NO. 47 GRD FLOOR, LEBUH BUKIT KECIL 2,
TAMAN SRI NIBONG, BAYAN LEPAS, 11900 BARAT DAYA, PULAU PINANG","FC3, LOTUS'S EXTRA PENANG, NO. 675, JALAN
SUNGAI DUA, GELUGOR, 11700 TIMUR LAUT, PULAU PINANG",6019-4567786,27/09/2023,26/09/2026,BeP0422001-0/1
4753,PULAU PINANG,ELGENDY LEGACY ENTERPRISE,"2B-9-10, SELASIH COURT, JALAN SERI TANJUNG PINANG, GEORGETOWN, 10470
TIMUR LAUT, PULAU PINANG","FC 5 MEDAN SELERA LOTUS'S PENANG SUNGAI DUA, GELUGOR, 11700 BARAT DAYA, PULAU
PINANG",6011-13053169,27/09/2023,26/09/2026,BeP0822001-0/1
4754,PULAU PINANG,TAN NGAN LO RETAIL STORES SDN BHD,"70, LENGKOK RISHAH 2, KAWASAN PERINDUSTRIAN SILIBIN, IPOH, 30100 KINTA,
PERAK","1F - 01, QUEENSBAY MALL, PERSIARAN BAYAN INDAH, BAYAN LEPAS, 11900 BARAT DAYA,
PULAU PINANG",6017-3988611,26/09/2023,25/09/2026,BeP0522030-0/1
4755,PULAU PINANG,ZI YING CATERING,"290, JALAN BATU MAUNG, BAYAN LEPAS,
11960 BARAT DAYA, PULAU PINANG","KANTIN SJK (C) WEN KHAI, JALAN BATU MAUNG, PEKAN BARU BATU MAUNG, BAYAN LEPAS, 11960 BARAT DAYA, PULAU PINANG",6016-4461893,26/09/2023,25/09/2026,BeP0523001-0/1
4756,PULAU PINANG,"SUNWAY MEDICAL CENTRE PENANG SDN
BHD","NO 5, JALAN LAGOON SELATAN, BANDAR SUNWAY, 47500 PETALING, SELANGOR","3106, LEBUH TENGGIRI 2, PUSAT BANDAR SEBERANG JAYA, PERAI, 13700 SEBERANG
PERAI TENGAH, PULAU PINANG",6017-5003237,26/09/2023,25/09/2026,BeP0723020-0/1
4757,PULAU PINANG,TWO STREETS SDN. BHD.,"NO 164, JALAN MASJID KAPITAN KELING,
LEBUH ARMENIAN, GEORGETOWN, 10200 TIMUR LAUT, PULAU PINANG","NO 164 JALAN MASJID KAPITAN KELING,
LEBUH ARMENIAN, GEORGETOWN, 10200 TIMUR LAUT, PULAU PINANG",6013-4892825,26/09/2023,25/09/2026,BeP0723023-0/1
4758,PULAU PINANG,PILIPALA POKE SDN BHD,"2, LORONG BUKIT JURU 15, TAMAN BUKIT
JURU, SIMPANG AMPAT, 14100 SEBERANG PERAI SELATAN, PULAU PINANG","PILIPALA POKE SDN BHD, 1-01-03, EGATE,
LEBUH TUNKU KUDIN 2, GELUGOR, 11700 TIMUR LAUT, PULAU PINANG",6012-4318122,26/09/2023,25/09/2026,BeP0323008-0/1
4759,PULAU PINANG,RESTORAN SEENI MEE SOTONG,"18-7-3, SERINA BAY, HILIR SUNGAI PINANG, GEORGETOWN, GEORGE TOWN, 11600 TIMUR LAUT, PULAU PINANG","KANTIN SEKOLAH MENENGAH KEBANGSAAN ST. XAVIER LEBUH FARQUHAR, GEORGE TOWN, 10200 TIMUR LAUT, PULAU PINANG",6016-4942988,26/09/2023,25/09/2026,BeP0723022-0/1
4760,PULAU PINANG,NOHM THAI CUISINE SDN BHD,"7079 JALAN KAMPUNG GAJAH,
BUTTERWORTH, 12200 SEBERANG PERAI UTARA, PULAU PINANG","7076 JALAN KAMPUNG GAJAH,
BUTTERWORTH, 12200 SEBERANG PERAI UTARA, PULAU PINANG",6018-6687718,24/08/2023,23/08/2026,BeP0723004-0/1
4761,PULAU PINANG,FOOD LIBRARY SDN BHD,"28 JALAN BINTANG, FETTES PARK, TANJUNG BUNGAH, 11200 BARAT DAYA, PULAU PINANG","GLENEAGLES MEDICAL CENTRE, NO 1, JALAN PANGKOR, GEORGETOWN, 10050 TIMUR
LAUT, PULAU PINANG",6012-5201127,23/08/2023,22/08/2026,BeP0523007-0/1
4762,PULAU PINANG,GOLDEN MIKAIL ENTERPRISE,"G-15, KOMPLEKS PENIAGA KECIL, TAMAN GUAR PERAHU, KUBANG SEMANG, 14400 SEBERANG PERAI TENGAH, PULAU PINANG","DEWAN SELERA MRSM TRANSKRIAN, MUKIM, JALAN TRANSKRIAN, NIBONG TEBAL, 14300 SEBERANG PERAI SELATAN, PULAU PINANG",6012-5888741,23/08/2023,22/08/2026,BeP0223001-0/1
4763,PULAU PINANG,RESTORAN JAYA AGD SDN BHD,"349-N, JALAN SULTAN AZLAN SHAH, GELUGOR, GEORGETOWN, 11700 TIMUR LAUT, PULAU
PINANG","NO.25, JALAN GOTTLIEB, GEORGETOWN, 10350 TIMUR LAUT, PULAU PINANG",6012-4807830,23/08/2023,22/08/2026,BeP0323004-0/1
4764,PULAU PINANG,SIZZLING VILLAGE SDN BHD,"2A, REGAT JAYA, TAMAN ASSAM KUMBANG JAYA 3, TAIPING, 34000 LARUT, MATANG DAN SELAMA, PERAK","FC 3, TESCO BERTAM PERDANA, NO.2258 PERSIARAN DAGANGAN 1, PUSAT BANDAR BERTAM PERDANA, KEPALA BATAS, 13200
SEBERANG PERAI UTARA, PULAU PINANG",janet_5426@hotm ail.com,22/08/2023,21/08/2026,BeP0422024-0/1
4765,PULAU PINANG,NURUL AZLINA CAFE,"NO. 293G JALAN PERAK, GEORGETOWN, 10150 TIMUR LAUT, PULAU PINANG","FC1 LOTUSS PENANG SUNGAI DUA, NO. 675
JALAN SUNGAI DUA, GELUGOR, 11700 TIMUR LAUT, PULAU PINANG",6016-4953264,18/08/2023,17/08/2026,BeP0622008-0/1
4766,PULAU PINANG,RIFHAN CREATIVE ENTERPRISE,"1E-6-7, JAMBUL APARTMENT, TAMAN BUKIT JAMBUL INDAH, BAYAN LEPAS, 11900 TIMUR
LAUT, PULAU PINANG","GERAI NO.6, DESASISWA TEKUN, KOMPLEKS RST USM, USM, 11800 TIMUR LAUT, PULAU
PINANG",6018-9401687,18/08/2023,17/08/2026,BeP0723013-0/1
4767,PULAU PINANG,LOH CHUN HEAN AGENCY,"2-6-8, HARBOUR TRADE CENTRE, GAT LEBUH MACALLUM, GEORGETOWN, 10300 TIMUR LAUT, PULAU PINANG","LOT 3F-22B(03), QUEENS HALL FOOD COURT, QUEENSBAY MALL, PERSIARAN BAYAN INDAH, BAYAN LEPAS, 11900 BARAT DAYA, PULAU
PINANG",6012-3483034,09/08/2023,08/08/2026,BeP0522026-0/1
4768,PULAU PINANG,RDK SAUJANA ENTERPRISE,"BLOK H-1-17 APARTMENT PERMATA, BANDAR BARU PERDA, JALAN PERDA UTAMA, BUKIT MERTAJAN, 14000 SEBERANG PERAI TENGAH,
PULAU PINANG","SEKOLAH KEBANGSAAN BANDAR BARU PERDA, BANDAR BARU PERDA, BUKIT MERTAJAM, 14000 SEBERANG PERAI TENGAH, PULAU
PINANG",6019-4776083,09/08/2023,08/08/2026,BeP0823001-0/1
4769,PULAU PINANG,AI SEJATI ENTERPRISE,"16, LORONG MURNI 6, TAMAN DESA MURNI, SUNGAI DUA, BUTTERWORTH, 13800 SEBERANG PERAI UTARA, PULAU PINANG","SEKOLAH KEBANGSAAN PERMATANG PASIR, PERMATANG PAUH, 13500 SEBERANG PERAI TENGAH, PULAU PINANG",6019-4071637,09/08/2023,08/08/2026,BeP0723021-0/1
4770,PULAU PINANG,KBTH ENTERPRISE,"9-2, RELAU INDAH CONDOMINIUM, PERSIARAN BUKIT JAMBUL 1, BAYAN LEPAS, 11900 TIMUR LAUT, PULAU PINANG","M07 NO8 DESASISWA SAUJANA, DESASISWA SAUJANA, UNIVERSITI SAINS MALAYSIA, USM, 11800 TIMUR LAUT, PULAU PINANG",6012-4920708,02/08/2023,01/08/2026,BeP0723007-0/1
4771,PULAU PINANG,FNS MILLENIUM ENTERPRISE,"NO. 18, LORONG KENARI 2, SUNGAI ARA, BAYAN LEPAS, 11900 BARAT DAYA, PULAU
PINANG","GERAI G4, BLOCK M07, DESASISWA RESTU, UNIVERSITI SAINS MALAYSIA, GELUGOR, 11800
TIMUR LAUT, PULAU PINANG",6019-4614548,02/08/2023,01/08/2026,BeP0723009-0/1
4772,PULAU PINANG,ANEKA ZY ENTERPRISE,"1250-K, JALAN PAYA TERUBONG, AYER ITAM,
11060 TIMUR LAUT, PULAU PINANG","G3 BLOK M07 DESA SISWA RESTU, UNIVERSITI
SAINS MALAYSIA, GELUGOR, 11800 TIMUR LAUT, PULAU PINANG",6011-40707737,02/08/2023,01/08/2026,BeP0723019-0/1
